country,revision_cause,deficit_2004,deficit_2005,deficit_2006,deficit_2007,debt_2004,debt_2005,debt_2006,debt_2007
Slovenia,- due to revision of GDP,0.1,0.1,0.0,0.0,-0.4,-0.5,-0.5,-0.7
Slovakia,Revision in deficit/surplus and debt ratios,0.1,0.0,0.1,0.3,0.0,0.0,0.0,0.0
Slovakia,- due to revision of deficit/surplus or debt,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0
Slovakia,- due to revision of GDP,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Finland,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3
Finland,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3
Sweden,Revision in deficit/surplus and debt ratios,0.0,0.2,0.0,0.1,0.0,0.0,0.0,-0.2
Sweden,- due to revision of deficit/surplus or debt,0.0,0.1,0.0,0.1,0.0,0.0,0.0,-0.2
Sweden,- due to revision of GDP,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.1,0.1,0.2,0.2,0.3,0.4
United Kingdom,- due to revision of deficit/surplus or debt,0.0,0.0,-0.1,0.1,0.0,0.0,0.0,0.0
United Kingdom,- due to revision of GDP,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4
