country,revision_cause,deficit_2009,deficit_2010,deficit_2011,deficit_2012,debt_2009,debt_2010,debt_2011,debt_2012
Estonia,- due to revision of GDP,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.2
Ireland,Revision in deficit/surplus and debt ratios,0.2,0.2,0.2,-0.6,-0.4,-0.9,-2.4,-0.2
Ireland,- due to revision of deficit/surplus or debt,0.1,-0.1,-0.1,-0.6,0.0,0.0,0.0,0.0
Ireland,- due to revision of GDP,0.1,0.3,0.3,0.0,-0.4,-0.9,-2.4,-0.2
Greece,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Greece,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Greece,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,Revision in deficit/surplus and debt ratios,0.1,0.1,-0.1,0.0,0.1,0.2,1.2,1.8
Spain,- due to revision of deficit/surplus or debt,0.1,0.1,0.0,0.2,0.0,0.0,0.1,0.1
Spain,- due to revision of GDP,0.0,0.0,-0.2,-0.2,0.1,0.2,1.1,1.7
France,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
France,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Italy,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0
Italy,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1
Cyprus,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.1,0.0,0.0,0.4,0.8
Cyprus,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0
Cyprus,- due to revision of GDP,0.0,0.0,0.0,-0.1,0.0,0.0,0.4,0.8
Latvia,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0
Latvia,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0
Latvia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,-0.1,-0.2,-0.2
Lithuania,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,-0.1,-0.2,-0.2
Luxembourg,Revision in deficit/surplus and debt ratios,0.1,0.1,0.3,0.2,0.2,0.3,0.4,0.9
Luxembourg,- due to revision of deficit/surplus or debt,0.1,0.1,0.3,0.3,0.0,0.0,0.0,0.2
Luxembourg,- due to revision of GDP,0.0,0.0,0.0,0.0,0.2,0.3,0.4,0.7
Hungary,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.2,0.0,0.3,0.8,0.7
Hungary,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0
Hungary,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.6
Malta,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.1,-0.6,-0.7,-0.8
Malta,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,- due to revision of GDP,0.0,0.0,0.0,0.0,0.1,-0.6,-0.7,-0.8
Netherlands,Revision in deficit/surplus and debt ratios,0.0,0.0,0.1,0.0,0.0,0.3,0.2,0.1
Netherlands,- due to revision of deficit/surplus or debt,0.0,0.0,0.2,0.0,0.0,0.0,-0.1,-0.1
Netherlands,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2
Austria,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.1,0.0,0.3,0.3,0.6
Austria,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1
Austria,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.7
Poland,Revision in deficit/surplus and debt ratios,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland,- due to revision of deficit/surplus or debt,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,Revision in deficit/surplus and debt ratios,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4
Portugal,- due to revision of deficit/surplus or debt,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2
Portugal,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Romania,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.1
Romania,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.1
Romania,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,Revision in deficit/surplus and debt ratios,-0.1,0.1,0.0,0.2,0.2,0.1,0.2,0.3
Slovenia,- due to revision of deficit/surplus or debt,-0.1,0.1,0.0,0.2,0.0,0.0,0.2,0.0
Slovenia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2
Slovakia,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.2,0.0,0.0,0.1,0.3
Slovakia,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0
Slovakia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3
Finland,Revision in deficit/surplus and debt ratios,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.5
Finland,- due to revision of deficit/surplus or debt,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0
Finland,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5
Sweden,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0
Sweden,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.3,0.0,0.0,0.0,-0.1
Sweden,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1
United Kingdom,Revision in deficit/surplus and debt ratios,0.1,0.1,0.1,0.3,-0.7,-1.0,-1.1,-1.3
United Kingdom,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
United Kingdom,- due to revision of GDP,0.1,0.1,0.1,0.1,-0.7,-1.0,-1.2,-1.3
