country,revision_cause,deficit_2011,deficit_2012,deficit_2013,debt_2011,debt_2012,debt_2013
Slovenia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Finland,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.1,0.0,-0.1,-0.2
Finland,- due to revision of deficit/surplus or debt,0.0,0.0,-0.1,0.0,0.1,0.0
Finland,- due to revision of GDP,0.0,0.0,0.0,0.0,-0.2,-0.2
Sweden,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.1,0.2,0.2
Sweden,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.1,0.2,0.2
Sweden,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom,Revision in deficit/surplus and debt ratios,-0.1,0.0,0.1,0.0,0.0,0.1
United Kingdom,- due to revision of deficit/surplus or debt,-0.1,0.0,0.1,0.0,0.0,0.1
United Kingdom,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.1,0.2,0.1
