country,revision_cause,deficit_2004,deficit_2005,deficit_2006,debt_2004,debt_2005,debt_2006
Hungary,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Malta,Revision in deficit/surplus and debt ratios,0.3,0.1,-0.1,-0.1,-0.4,-0.5
Malta,- due to revision of deficit/surplus or debt,0.2,0.1,0.0,0.0,0.0,0.0
Malta,- due to revision of GDP,0.1,0.0,-0.1,-0.1,-0.4,-0.5
Netherlands,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.1,0.0,0.0,0.0
Netherlands,- due to revision of deficit/surplus or debt,0.0,0.0,-0.1,0.0,0.0,0.0
Netherlands,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Austria,Revision in deficit/surplus and debt ratios,-2.5,0.1,-0.1,0.0,0.1,0.1
Austria,- due to revision of deficit/surplus or debt,-2.6,0.1,-0.1,0.1,0.1,0.2
Austria,- due to revision of GDP,0.1,0.0,0.0,-0.1,0.0,-0.1
Poland,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0
Poland,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0
Poland,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,-0.1,-0.1
Portugal,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,- due to revision of GDP,0.0,0.0,0.0,0.0,-0.1,-0.1
Romania,Revision in deficit/surplus and debt ratios,0.3,0.2,-0.3,0.0,0.0,0.0
Romania,- due to revision of deficit/surplus or debt,0.3,0.1,-0.4,0.0,0.0,0.0
Romania,- due to revision of GDP,0.0,0.1,0.1,0.0,0.0,0.0
Slovenia,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.1,0.1
Slovenia,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.1,0.1
Slovenia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,Revision in deficit/surplus and debt ratios,0.0,0.0,0.1,0.0,0.0,0.0
Slovakia,- due to revision of deficit/surplus or debt,0.0,0.0,0.1,0.0,0.0,0.0
Slovakia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Finland,Revision in deficit/surplus and debt ratios,0.1,0.2,0.3,0.0,-0.1,0.0
Finland,- due to revision of deficit/surplus or debt,0.1,0.1,0.3,0.0,0.0,0.0
Finland,- due to revision of GDP,0.0,0.1,0.0,0.0,-0.1,0.0
Sweden,Revision in deficit/surplus and debt ratios,0.0,-0.2,-0.2,-1.2,-1.3,-1.1
Sweden,- due to revision of deficit/surplus or debt,0.0,-0.1,-0.1,0.0,0.0,0.0
Sweden,- due to revision of GDP,0.0,-0.1,-0.1,-1.2,-1.3,-1.1
United Kingdom,Revision in deficit/surplus and debt ratios,0.0,-0.1,0.1,0.0,0.0,-0.1
United Kingdom,- due to revision of deficit/surplus or debt,0.0,-0.1,0.1,0.0,0.0,0.0
United Kingdom,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,-0.1
