country,revision_cause,deficit_2008,deficit_2009,deficit_2010,deficit_2011,debt_2008,debt_2009,debt_2010,debt_2011
Estonia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,Revision in deficit/surplus and debt ratios,0.0,0.1,0.3,-0.3,0.3,-0.3,-0.3,-1.8
Ireland,- due to revision of deficit/surplus or debt,0.0,0.0,0.2,-0.5,0.0,0.0,0.0,0.0
Ireland,- due to revision of GDP,0.0,0.1,0.1,0.2,0.3,-0.3,-0.3,-1.7
Greece,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.3,-0.3,-0.1,0.3,3.4,5.2
Greece,- due to revision of deficit/surplus or debt,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0
Greece,- due to revision of GDP,0.0,0.0,-0.2,-0.3,-0.1,0.3,3.4,5.2
Spain,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.3,-0.9,0.0,0.0,0.3,0.8
Spain,- due to revision of deficit/surplus or debt,0.0,0.0,-0.3,-0.9,0.0,0.0,0.1,0.1
Spain,- due to revision of GDP,0.0,0.0,0.0,-0.1,0.0,0.0,0.1,0.6
France,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
France,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Italy,Revision in deficit/surplus and debt ratios,0.0,0.0,0.1,0.0,0.3,0.4,0.6,0.6
Italy,- due to revision of deficit/surplus or debt,0.0,0.0,0.1,0.0,0.3,0.4,0.6,0.6
Italy,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.5
Cyprus,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,-0.1,0.0,0.0,0.1,0.3
Cyprus,- due to revision of GDP,0.0,0.0,0.0,0.1,0.0,0.0,-0.3,-0.9
Latvia,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.1,0.0,0.0,-0.2,-0.3
Latvia,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.3
Lithuania,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0
Lithuania,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Lithuania,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1
Luxembourg,Revision in deficit/surplus and debt ratios,0.2,0.0,0.0,0.3,0.8,0.6,0.2,0.1
Luxembourg,- due to revision of deficit/surplus or debt,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0
Luxembourg,- due to revision of GDP,0.2,0.0,0.0,0.0,0.8,0.6,0.2,0.1
Hungary,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.2,0.1,0.0,0.0,0.4,0.8
Hungary,- due to revision of deficit/surplus or debt,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0
Hungary,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8
Malta,Revision in deficit/surplus and debt ratios,0.0,-0.1,0.1,0.0,-0.3,-0.4,-1.1,-1.1
Malta,- due to revision of deficit/surplus or debt,0.0,-0.1,0.1,0.0,0.0,0.1,0.1,0.1
Malta,- due to revision of GDP,0.0,0.0,0.1,0.0,-0.3,-0.5,-1.2,-1.2
Netherlands,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.3
Netherlands,- due to revision of deficit/surplus or debt,0.0,-0.1,0.0,0.2,0.0,0.2,0.3,0.3
Netherlands,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0
Austria,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.1,0.0,-0.3,0.1,0.3
Austria,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1
Austria,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,-0.3,-0.1,0.1
Poland,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
Poland,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Poland,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Portugal,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.2,0.1,0.2,0.2,0.3
Portugal,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,-0.2,0.1,0.2,0.2,0.2
Portugal,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Romania,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.3,0.0,0.0,-0.1,0.1
Romania,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.1
Romania,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0
Slovenia,Revision in deficit/surplus and debt ratios,0.0,0.1,0.3,0.0,0.0,-0.2,-0.2,-0.7
Slovenia,- due to revision of deficit/surplus or debt,0.0,0.1,0.2,-0.1,0.0,0.0,0.0,0.0
Slovenia,- due to revision of GDP,0.0,0.0,0.0,0.1,0.0,-0.2,-0.2,-0.7
Slovakia,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.1,0.0,0.0,-0.1,0.0
Slovakia,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0
Slovakia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0
Finland,Revision in deficit/surplus and debt ratios,0.1,0.0,0.0,-0.1,0.0,0.1,0.3,0.5
Finland,- due to revision of deficit/surplus or debt,0.1,0.0,0.1,-0.1,0.0,0.0,0.0,-0.1
Finland,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.6
Sweden,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Sweden,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1
Sweden,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1
United Kingdom,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.5,-2.5,-1.8,-0.2,-0.7
United Kingdom,- due to revision of deficit/surplus or debt,0.0,-0.1,0.0,0.4,-2.2,-1.4,0.0,0.0
United Kingdom,- due to revision of GDP,0.0,0.1,0.0,0.1,-0.3,-0.4,-0.2,-0.7
