country,revision_cause,deficit_2009,deficit_2010,deficit_2011,debt_2009,debt_2010,debt_2011
Poland,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0
Poland,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,-0.2
Portugal,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.5,0.4,0.2
Portugal,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.5,0.5,0.3
Portugal,- due to revision of GDP,0.0,0.0,0.0,0.0,-0.1,-0.1
Romania,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,1.3
Romania,- due to revision of deficit/surplus or debt,0.0,0.0,0.2,0.0,0.0,0.0
Romania,- due to revision of GDP,0.0,0.0,-0.2,0.0,0.0,1.3
Slovenia,Revision in deficit/surplus and debt ratios,-0.3,-0.2,0.0,0.0,0.0,0.0
Slovenia,- due to revision of deficit/surplus or debt,-0.3,-0.2,0.0,0.0,0.0,0.0
Slovenia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.1,0.0,0.0,0.0
Slovakia,- due to revision of deficit/surplus or debt,0.0,0.0,-0.1,0.0,0.0,0.0
Slovakia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Finland,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.2,0.0,0.0,0.0
Finland,- due to revision of deficit/surplus or debt,0.0,0.0,-0.2,0.0,0.0,0.0
Finland,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.1,0.0,0.0,0.0
Sweden,- due to revision of deficit/surplus or debt,0.0,0.0,-0.2,0.0,0.0,0.0
Sweden,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.4
United Kingdom,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.2
United Kingdom,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.2
