country,revision_cause,deficit_2010,deficit_2011,deficit_2012,deficit_2013,debt_2010,debt_2011,debt_2012,debt_2013
Cyprus,- due to revision of deficit/surplus or debt,0.0,0.1,0.0,0.0,0.5,0.5,0.4,0.4
Cyprus,- due to revision of GDP,0.5,0.5,0.6,0.5,-5.3,-5.9,-7.5,-10.0
Latvia,Revision in deficit/surplus and debt ratios,-0.1,0.1,0.5,0.1,2.3,0.7,0.1,0.2
Latvia,- due to revision of deficit/surplus or debt,-0.1,0.1,0.5,0.1,2.2,0.7,0.0,0.0
Latvia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.2
Lithuania,Revision in deficit/surplus and debt ratios,0.3,-3.5,0.1,-0.5,-1.4,-1.0,-0.5,-0.4
Lithuania,- due to revision of deficit/surplus or debt,0.2,-3.5,0.1,-0.5,-1.1,-0.7,-0.1,0.0
Lithuania,- due to revision of GDP,0.1,0.1,0.0,0.0,-0.4,-0.4,-0.5,-0.4
Luxembourg,Revision in deficit/surplus and debt ratios,0.1,0.1,0.0,0.6,0.1,-0.2,-0.3,0.4
Luxembourg,- due to revision of deficit/surplus or debt,0.1,0.1,0.0,0.6,0.1,0.1,0.1,0.3
Luxembourg,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,-0.3,-0.4,0.1
Hungary,Revision in deficit/surplus and debt ratios,-0.2,-9.8,-0.3,-0.3,-1.3,-1.1,-1.3,-1.9
Hungary,- due to revision of deficit/surplus or debt,-0.3,-9.7,-0.3,-0.3,0.1,0.1,0.1,0.1
Hungary,- due to revision of GDP,0.1,-0.1,0.0,0.1,-1.3,-1.2,-1.4,-1.9
Malta,Revision in deficit/surplus and debt ratios,0.2,0.1,-0.4,0.1,1.6,0.9,-2.9,-3.2
Malta,- due to revision of deficit/surplus or debt,0.1,0.0,-0.5,0.0,3.1,2.9,0.0,0.0
Malta,- due to revision of GDP,0.1,0.1,0.1,0.1,-1.5,-2.0,-2.9,-3.1
Netherlands,Revision in deficit/surplus and debt ratios,0.1,0.0,0.1,0.2,-4.4,-4.5,-4.7,-4.9
Netherlands,- due to revision of deficit/surplus or debt,-0.3,-0.3,-0.2,0.1,0.1,0.0,-0.2,-0.3
Netherlands,- due to revision of GDP,0.4,0.3,0.3,0.2,-4.5,-4.5,-4.6,-4.6
Austria,Revision in deficit/surplus and debt ratios,0.1,-0.2,0.3,0.0,10.0,9.0,7.3,6.7
Austria,- due to revision of deficit/surplus or debt,-0.1,-0.3,0.2,0.0,12.2,11.2,9.7,8.9
Austria,- due to revision of GDP,0.1,0.1,0.1,0.0,-2.2,-2.2,-2.4,-2.2
Poland,Revision in deficit/surplus and debt ratios,0.2,0.1,0.1,0.3,-1.3,-1.4,-1.2,-1.3
Poland,- due to revision of deficit/surplus or debt,0.1,0.1,0.1,0.2,-0.5,-0.5,-0.5,-0.4
Poland,- due to revision of GDP,0.1,0.1,0.0,0.1,-0.8,-0.9,-0.7,-0.9
Portugal,Revision in deficit/surplus and debt ratios,-1.3,-3.0,1.0,0.0,2.2,2.8,0.7,-0.9
Portugal,- due to revision of deficit/surplus or debt,-1.7,-3.2,0.8,-0.1,5.9,5.9,4.1,3.3
Portugal,- due to revision of GDP,0.4,0.1,0.2,0.2,-3.7,-3.1,-3.3,-4.2
Romania,Revision in deficit/surplus and debt ratios,0.1,0.1,0.0,0.0,-0.6,-0.5,-0.6,-0.5
Romania,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Romania,- due to revision of GDP,0.1,0.1,0.0,0.0,-0.6,-0.5,-0.6,-0.6
Slovenia,Revision in deficit/surplus and debt ratios,0.2,0.1,0.3,0.2,-0.8,-0.9,-1.0,-1.4
Slovenia,- due to revision of deficit/surplus or debt,0.1,0.0,0.2,-0.2,0.0,0.0,0.1,0.3
Slovenia,- due to revision of GDP,0.1,0.1,0.1,0.4,-0.8,-0.9,-1.0,-1.7
Slovakia,Revision in deficit/surplus and debt ratios,0.1,0.6,0.3,0.1,0.1,-0.2,-0.5,-0.8
Slovakia,- due to revision of deficit/surplus or debt,-0.1,0.6,0.2,0.1,0.9,0.5,0.2,0.3
Slovakia,- due to revision of GDP,0.1,0.1,0.1,0.1,-0.8,-0.7,-0.8,-1.1
Finland,Revision in deficit/surplus and debt ratios,-0.1,-0.3,-0.3,-0.3,-1.6,-0.8,-0.6,-1.0
Finland,- due to revision of deficit/surplus or debt,-0.2,-0.3,-0.3,-0.4,0.5,1.2,1.2,1.2
Finland,- due to revision of GDP,0.1,0.0,0.1,0.1,-2.2,-2.0,-1.8,-2.2
Sweden,Revision in deficit/surplus and debt ratios,-0.3,-0.2,-0.4,-0.2,-2.7,-2.6,-1.9,-2.0
Sweden,- due to revision of deficit/surplus or debt,-0.3,-0.2,-0.4,-0.3,-0.7,-0.7,-0.5,-0.5
Sweden,- due to revision of GDP,0.0,0.0,0.0,0.0,-2.0,-1.9,-1.4,-1.5
United Kingdom,Revision in deficit/surplus and debt ratios,0.4,0.1,-2.2,0.0,-2.0,-2.5,-3.2,-3.3
United Kingdom,- due to revision of deficit/surplus or debt,0.0,-0.3,-2.5,-0.3,1.7,1.7,2.0,2.0
United Kingdom,- due to revision of GDP,0.5,0.4,0.4,0.3,-3.7,-4.2,-5.2,-5.3
