country,revision_cause,deficit_2006,deficit_2007,deficit_2008,debt_2006,debt_2007,debt_2008
Poland,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0
Poland,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.1,0.0,0.0,0.0
Portugal,- due to revision of deficit/surplus or debt,0.0,0.0,-0.1,0.0,0.0,0.0
Portugal,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Romania,Revision in deficit/surplus and debt ratios,0.0,0.0,0.1,0.0,0.0,-0.3
Romania,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0
Romania,- due to revision of GDP,0.0,0.0,0.1,0.0,0.0,-0.3
Slovenia,Revision in deficit/surplus and debt ratios,0.0,0.0,0.1,0.0,0.0,0.1
Slovenia,- due to revision of deficit/surplus or debt,0.0,0.0,0.1,0.0,0.0,0.1
Slovenia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
Finland,Revision in deficit/surplus and debt ratios,0.0,0.0,-0.3,0.3,0.0,0.1
Finland,- due to revision of deficit/surplus or debt,0.0,0.0,-0.3,0.0,0.0,0.0
Finland,- due to revision of GDP,0.0,0.0,0.0,0.3,0.0,0.1
Sweden,Revision in deficit/surplus and debt ratios,0.0,0.0,0.0,-0.1,0.3,0.3
Sweden,- due to revision of deficit/surplus or debt,0.0,0.0,0.0,-0.1,0.2,0.2
Sweden,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom,Revision in deficit/surplus and debt ratios,0.0,-0.1,0.1,0.3,0.4,0.0
United Kingdom,- due to revision of deficit/surplus or debt,0.0,-0.1,0.1,0.3,0.4,0.0
United Kingdom,- due to revision of GDP,0.0,0.0,0.0,0.0,0.0,0.0
